timestamp,heart_rate,steps,distance(miles),active_calories_burned
2021-03-06 12:15:00,76,7756,3.5254545454545454,310.24
2021-03-06 12:16:00,90,7802,3.5463636363636364,312.08
2021-03-06 12:17:00,68,7835,3.5613636363636365,313.40000000000003
2021-03-06 12:18:00,76,7858,3.571818181818182,314.32
2021-03-06 12:19:00,105,7869,3.5768181818181817,314.76
2021-03-06 12:20:00,87,7877,3.5804545454545456,315.08
2021-03-06 12:21:00,88,7921,3.6004545454545456,316.84000000000003
2021-03-06 12:22:00,76,7940,3.609090909090909,317.6
2021-03-06 12:23:00,101,7969,3.622272727272727,318.76
2021-03-06 12:24:00,86,7985,3.6295454545454544,319.40000000000003
2021-03-06 12:25:00,78,8019,3.645,320.76
2021-03-06 12:26:00,65,8045,3.6568181818181817,321.8
2021-03-06 12:27:00,73,8074,3.67,322.96
2021-03-06 12:28:00,62,8113,3.687727272727273,324.52
2021-03-06 12:29:00,72,8123,3.692272727272728,324.92
2021-03-06 12:30:00,87,8124,3.692727272727273,324.96
2021-03-06 12:31:00,61,8160,3.709090909090909,326.40000000000003
2021-03-06 12:32:00,91,8179,3.7177272727272728,327.16
2021-03-06 12:33:00,79,8227,3.739545454545455,329.08
2021-03-06 12:34:00,91,8259,3.754090909090909,330.36
2021-03-06 12:35:00,74,8262,3.7554545454545454,330.48
2021-03-06 12:36:00,89,8274,3.7609090909090903,330.96
2021-03-06 12:37:00,71,8316,3.78,332.64
2021-03-06 12:38:00,92,8362,3.800909090909091,334.48
2021-03-06 12:39:00,76,8366,3.8027272727272727,334.64
2021-03-06 12:40:00,84,8397,3.816818181818182,335.88
2021-03-06 12:41:00,70,8424,3.829090909090909,336.96
2021-03-06 12:42:00,83,8431,3.832272727272727,337.24
2021-03-06 12:43:00,67,8481,3.855,339.24
2021-03-06 12:44:00,85,8497,3.8622727272727273,339.88
2021-03-06 12:45:00,79,8511,3.868636363636364,340.44
2021-03-06 12:46:00,77,8546,3.884545454545455,341.84000000000003
2021-03-06 12:47:00,71,8583,3.901363636363637,343.32
2021-03-06 12:48:00,76,8613,3.915,344.52
2021-03-06 12:49:00,72,8617,3.916818181818182,344.68
2021-03-06 12:50:00,59,8655,3.934090909090909,346.2
2021-03-06 12:51:00,100,8705,3.956818181818182,348.2
2021-03-06 12:52:00,90,8710,3.959090909090909,348.40000000000003
2021-03-06 12:53:00,85,8725,3.965909090909091,349.0
2021-03-06 12:54:00,70,8732,3.969090909090909,349.28000000000003
2021-03-06 12:55:00,66,8768,3.985454545454546,350.72
2021-03-06 12:56:00,79,8785,3.993181818181818,351.40000000000003
2021-03-06 12:57:00,90,8789,3.995,351.56
2021-03-06 12:58:00,86,8797,3.998636363636364,351.88
2021-03-06 12:59:00,76,8833,4.015,353.32
2021-03-06 13:00:00,79,8846,4.0209090909090905,353.84000000000003
2021-03-06 13:01:00,90,8851,4.023181818181818,354.04
2021-03-06 13:02:00,83,8872,4.032727272727273,354.88
2021-03-06 13:03:00,82,8876,4.034545454545454,355.04
2021-03-06 13:04:00,90,8910,4.05,356.40000000000003
2021-03-06 13:05:00,75,8943,4.065,357.72
2021-03-06 13:06:00,76,8945,4.0659090909090905,357.8
2021-03-06 13:07:00,76,8954,4.07,358.16
2021-03-06 13:08:00,85,8961,4.073181818181818,358.44
2021-03-06 13:09:00,89,9004,4.092727272727273,360.16
2021-03-06 13:10:00,86,9017,4.098636363636364,360.68
2021-03-06 13:11:00,65,9025,4.102272727272728,361.0
2021-03-06 13:12:00,83,9066,4.120909090909091,362.64
2021-03-06 13:13:00,78,9073,4.124090909090909,362.92
2021-03-06 13:14:00,64,9116,4.143636363636364,364.64
2021-03-06 13:15:00,71,9140,4.154545454545454,365.6
2021-03-06 13:16:00,62,9149,4.158636363636363,365.96
2021-03-06 13:17:00,93,9187,4.175909090909091,367.48
2021-03-06 13:18:00,74,9206,4.184545454545455,368.24
2021-03-06 13:19:00,66,9245,4.202272727272727,369.8
2021-03-06 13:20:00,79,9295,4.225,371.8
2021-03-06 13:21:00,82,9317,4.235,372.68
2021-03-06 13:22:00,64,9320,4.236363636363636,372.8
2021-03-06 13:23:00,68,9367,4.257727272727273,374.68
2021-03-06 13:24:00,64,9382,4.264545454545455,375.28
2021-03-06 13:25:00,78,9423,4.283181818181818,376.92
2021-03-06 13:26:00,87,9433,4.287727272727273,377.32
2021-03-06 13:27:00,87,9438,4.29,377.52
2021-03-06 13:28:00,69,9438,4.29,377.52
2021-03-06 13:29:00,66,9441,4.291363636363636,377.64
2021-03-06 13:30:00,68,9460,4.3,378.4
2021-03-06 13:31:00,84,9491,4.314090909090909,379.64
2021-03-06 13:32:00,82,9538,4.335454545454546,381.52
2021-03-06 13:33:00,71,9561,4.345909090909091,382.44
2021-03-06 13:34:00,80,9596,4.361818181818181,383.84
2021-03-06 13:35:00,80,9602,4.364545454545454,384.08
2021-03-06 13:36:00,82,9617,4.371363636363636,384.68
2021-03-06 13:37:00,77,9648,4.385454545454546,385.92
2021-03-06 13:38:00,86,9657,4.389545454545455,386.28
2021-03-06 13:39:00,78,9697,4.407727272727273,387.88
