timestamp,heart_rate,steps,distance(miles),active_calories_burned
2021-03-06 07:00:00,79,0,0.0,0.0
2021-03-06 07:01:00,91,15,0.006567425569176883,0.6
2021-03-06 07:02:00,79,33,0.014448336252189142,1.32
2021-03-06 07:03:00,99,34,0.0148861646234676,1.36
2021-03-06 07:04:00,73,49,0.021453590192644485,1.96
2021-03-06 07:05:00,95,67,0.02933450087565674,2.68
2021-03-06 07:06:00,82,90,0.0394045534150613,3.6
2021-03-06 07:07:00,81,104,0.04553415061295972,4.16
2021-03-06 07:08:00,85,127,0.05560420315236427,5.08
2021-03-06 07:09:00,90,145,0.06348511383537653,5.8
2021-03-06 07:10:00,84,151,0.06611208406304729,6.04
2021-03-06 07:11:00,74,173,0.07574430823117338,6.92
2021-03-06 07:12:00,85,197,0.0862521891418564,7.88
2021-03-06 07:13:00,75,211,0.09238178633975482,8.44
2021-03-06 07:14:00,80,224,0.09807355516637478,8.96
2021-03-06 07:15:00,71,242,0.10595446584938704,9.68
2021-03-06 07:16:00,80,249,0.10901926444833625,9.96
2021-03-06 07:17:00,71,256,0.11208406304728546,10.24
2021-03-06 07:18:00,96,257,0.11252189141856392,10.28
2021-03-06 07:19:00,72,275,0.12040280210157618,11.0
2021-03-06 07:20:00,70,294,0.1287215411558669,11.76
2021-03-06 07:21:00,95,298,0.13047285464098074,11.92
2021-03-06 07:22:00,82,323,0.14141856392294222,12.92
2021-03-06 07:23:00,96,346,0.15148861646234676,13.84
2021-03-06 07:24:00,67,355,0.1554290718038529,14.200000000000001
2021-03-06 07:25:00,109,377,0.165061295971979,15.08
2021-03-06 07:26:00,74,390,0.17075306479859895,15.6
2021-03-06 07:27:00,79,414,0.18126094570928197,16.56
2021-03-06 07:28:00,82,431,0.18870402802101577,17.240000000000002
2021-03-06 07:29:00,84,456,0.19964973730297725,18.240000000000002
2021-03-06 07:30:00,92,462,0.202276707530648,18.48
2021-03-06 07:31:00,89,478,0.20928196147110334,19.12
2021-03-06 07:32:00,80,502,0.21978984238178634,20.080000000000002
2021-03-06 07:33:00,83,506,0.22154115586690018,20.240000000000002
2021-03-06 07:34:00,83,506,0.22154115586690018,20.240000000000002
2021-03-06 07:35:00,104,531,0.23248686514886166,21.240000000000002
2021-03-06 07:36:00,64,548,0.23992994746059546,21.92
2021-03-06 07:37:00,84,571,0.25,22.84
2021-03-06 07:38:00,70,574,0.2513134851138354,22.96
2021-03-06 07:39:00,94,580,0.2539404553415061,23.2
2021-03-06 07:40:00,96,602,0.2635726795096322,24.080000000000002
2021-03-06 07:41:00,81,604,0.26444833625218916,24.16
2021-03-06 07:42:00,74,620,0.2714535901926445,24.8
2021-03-06 07:43:00,86,637,0.2788966725043783,25.48
2021-03-06 07:44:00,81,643,0.28152364273204905,25.72
2021-03-06 07:45:00,95,654,0.28633975481611207,26.16
2021-03-06 07:46:00,87,663,0.29028021015761823,26.52
2021-03-06 07:47:00,68,679,0.29728546409807355,27.16
2021-03-06 07:48:00,102,691,0.30253940455341505,27.64
2021-03-06 07:49:00,86,699,0.30604203152364273,27.96
2021-03-06 07:50:00,94,724,0.3169877408056042,28.96
2021-03-06 07:51:00,63,738,0.3231173380035026,29.52
2021-03-06 07:52:00,78,761,0.3331873905429072,30.44
2021-03-06 07:53:00,86,786,0.34413309982486867,31.44
2021-03-06 07:54:00,65,799,0.3498248686514886,31.96
2021-03-06 07:55:00,75,820,0.35901926444833626,32.8
2021-03-06 07:56:00,98,823,0.36033274956217165,32.92
2021-03-06 07:57:00,81,823,0.36033274956217165,32.92
2021-03-06 07:58:00,78,833,0.36471103327495624,33.32
2021-03-06 07:59:00,88,843,0.36908931698774083,33.72
2021-03-06 08:00:00,67,855,0.37434325744308233,34.2
2021-03-06 08:01:00,80,856,0.37478108581436076,34.24
2021-03-06 08:02:00,69,857,0.37521891418563924,34.28
2021-03-06 08:03:00,69,864,0.37828371278458844,34.56
2021-03-06 08:04:00,75,879,0.38485113835376533,35.160000000000004
2021-03-06 08:05:00,70,903,0.39535901926444833,36.12
2021-03-06 08:06:00,78,919,0.4023642732049037,36.76
2021-03-06 08:07:00,73,919,0.4023642732049037,36.76
2021-03-06 08:08:00,54,920,0.4028021015761821,36.800000000000004
2021-03-06 08:09:00,95,929,0.4067425569176883,37.160000000000004
2021-03-06 08:10:00,83,949,0.4154991243432574,37.96
2021-03-06 08:11:00,87,967,0.4233800350262697,38.68
2021-03-06 08:12:00,75,985,0.431260945709282,39.4
2021-03-06 08:13:00,82,990,0.43345008756567427,39.6
2021-03-06 08:14:00,67,1013,0.4435201401050788,40.52
2021-03-06 08:15:00,71,1025,0.44877408056042034,41.0
2021-03-06 08:16:00,76,1041,0.45577933450087565,41.64
2021-03-06 08:17:00,68,1043,0.45665499124343256,41.72
2021-03-06 08:18:00,81,1053,0.46103327495621715,42.12
2021-03-06 08:19:00,85,1060,0.46409807355516636,42.4
2021-03-06 08:20:00,81,1068,0.46760070052539404,42.72
2021-03-06 08:21:00,74,1075,0.47066549912434325,43.0
2021-03-06 08:22:00,78,1087,0.47591943957968474,43.480000000000004
2021-03-06 08:23:00,89,1100,0.4816112084063047,44.0
2021-03-06 08:24:00,101,1115,0.4881786339754816,44.6
2021-03-06 08:25:00,73,1131,0.495183887915937,45.24
2021-03-06 08:26:00,95,1147,0.5021891418563923,45.88
2021-03-06 08:27:00,68,1160,0.5078809106830122,46.4
2021-03-06 08:28:00,90,1183,0.5179509632224168,47.32
2021-03-06 08:29:00,86,1190,0.521015761821366,47.6
2021-03-06 08:30:00,70,1193,0.5223292469352014,47.72
2021-03-06 08:31:00,78,1206,0.5280210157618214,48.24
2021-03-06 08:32:00,72,1218,0.5332749562171629,48.72
2021-03-06 08:33:00,84,1241,0.5433450087565674,49.64
2021-03-06 08:34:00,68,1249,0.5468476357267951,49.96
2021-03-06 08:35:00,80,1249,0.5468476357267951,49.96
2021-03-06 08:36:00,80,1253,0.5485989492119089,50.120000000000005
2021-03-06 08:37:00,82,1258,0.5507880910683012,50.32
2021-03-06 08:38:00,86,1281,0.5608581436077058,51.24
2021-03-06 08:39:00,76,1294,0.5665499124343257,51.76
2021-03-06 08:40:00,84,1303,0.5704903677758318,52.120000000000005
2021-03-06 08:41:00,82,1303,0.5704903677758318,52.120000000000005
2021-03-06 08:42:00,84,1313,0.5748686514886164,52.52
2021-03-06 08:43:00,86,1319,0.5774956217162872,52.76
2021-03-06 08:44:00,65,1319,0.5774956217162872,52.76
2021-03-06 08:45:00,72,1342,0.5875656742556917,53.68
2021-03-06 08:46:00,90,1360,0.5954465849387041,54.4
2021-03-06 08:47:00,84,1370,0.5998248686514887,54.800000000000004
2021-03-06 08:48:00,70,1375,0.602014010507881,55.0
2021-03-06 08:49:00,87,1385,0.6063922942206655,55.4
2021-03-06 08:50:00,90,1407,0.6160245183887916,56.28
2021-03-06 08:51:00,65,1424,0.6234676007005254,56.96
2021-03-06 08:52:00,73,1446,0.6330998248686515,57.84
2021-03-06 08:53:00,55,1449,0.6344133099824869,57.96
2021-03-06 08:54:00,77,1457,0.6379159369527145,58.28
2021-03-06 08:55:00,63,1475,0.6457968476357268,59.0
2021-03-06 08:56:00,91,1481,0.6484238178633975,59.24
2021-03-06 08:57:00,78,1486,0.6506129597197898,59.44
2021-03-06 08:58:00,93,1507,0.6598073555166375,60.28
2021-03-06 08:59:00,85,1518,0.6646234676007006,60.72
2021-03-06 09:00:00,72,1542,0.6751313485113836,61.68
2021-03-06 09:01:00,101,1544,0.6760070052539404,61.76
2021-03-06 09:02:00,87,1561,0.6834500875656743,62.440000000000005
2021-03-06 09:03:00,84,1582,0.6926444833625219,63.28
2021-03-06 09:04:00,91,1605,0.7027145359019265,64.2
2021-03-06 09:05:00,84,1606,0.7031523642732049,64.24
2021-03-06 09:06:00,77,1627,0.7123467600700526,65.08
2021-03-06 09:07:00,92,1652,0.723292469352014,66.08
2021-03-06 09:08:00,96,1672,0.7320490367775832,66.88
2021-03-06 09:09:00,97,1688,0.7390542907180385,67.52
2021-03-06 09:10:00,98,1713,0.75,68.52
2021-03-06 09:11:00,64,1724,0.7548161120840631,68.96000000000001
2021-03-06 09:12:00,77,1746,0.7644483362521891,69.84
2021-03-06 09:13:00,72,1762,0.7714535901926445,70.48
2021-03-06 09:14:00,85,1766,0.7732049036777583,70.64
2021-03-06 09:15:00,73,1766,0.7732049036777583,70.64
2021-03-06 09:16:00,67,1766,0.7732049036777583,70.64
2021-03-06 09:17:00,79,1781,0.7797723292469352,71.24
2021-03-06 09:18:00,70,1781,0.7797723292469352,71.24
2021-03-06 09:19:00,77,1800,0.7880910683012259,72.0
2021-03-06 09:20:00,75,1819,0.7964098073555167,72.76
2021-03-06 09:21:00,85,1827,0.7999124343257443,73.08
2021-03-06 09:22:00,97,1847,0.8086690017513135,73.88
2021-03-06 09:23:00,82,1856,0.8126094570928196,74.24
2021-03-06 09:24:00,78,1857,0.8130472854640981,74.28
2021-03-06 09:25:00,79,1858,0.8134851138353766,74.32000000000001
2021-03-06 09:26:00,76,1869,0.8183012259194395,74.76
2021-03-06 09:27:00,75,1889,0.8270577933450087,75.56
2021-03-06 09:28:00,82,1893,0.8288091068301225,75.72
2021-03-06 09:29:00,77,1910,0.8362521891418564,76.4
2021-03-06 09:30:00,74,1922,0.841506129597198,76.88
2021-03-06 09:31:00,98,1925,0.8428196147110333,77.0
2021-03-06 09:32:00,52,1942,0.8502626970227671,77.68
2021-03-06 09:33:00,80,1947,0.8524518388791594,77.88
2021-03-06 09:34:00,86,1958,0.8572679509632224,78.32000000000001
2021-03-06 09:35:00,76,1971,0.8629597197898424,78.84
2021-03-06 09:36:00,85,1987,0.8699649737302977,79.48
2021-03-06 09:37:00,85,1997,0.8743432574430823,79.88
2021-03-06 09:38:00,65,2004,0.8774080560420315,80.16
2021-03-06 09:39:00,72,2028,0.8879159369527145,81.12
2021-03-06 09:40:00,64,2028,0.8879159369527145,81.12
2021-03-06 09:41:00,81,2042,0.8940455341506129,81.68
2021-03-06 09:42:00,91,2055,0.899737302977233,82.2
2021-03-06 09:43:00,64,2067,0.9049912434325744,82.68
2021-03-06 09:44:00,87,2067,0.9049912434325744,82.68
2021-03-06 09:45:00,97,2084,0.9124343257443083,83.36
2021-03-06 09:46:00,85,2105,0.9216287215411558,84.2
2021-03-06 09:47:00,89,2114,0.925569176882662,84.56
2021-03-06 09:48:00,77,2120,0.9281961471103327,84.8
2021-03-06 09:49:00,67,2136,0.9352014010507881,85.44
2021-03-06 09:50:00,83,2141,0.9373905429071804,85.64
2021-03-06 09:51:00,91,2150,0.9413309982486865,86.0
2021-03-06 09:52:00,69,2157,0.9443957968476357,86.28
2021-03-06 09:53:00,91,2164,0.9474605954465849,86.56
2021-03-06 09:54:00,79,2181,0.9549036777583187,87.24
2021-03-06 09:55:00,91,2181,0.9549036777583187,87.24
2021-03-06 09:56:00,86,2199,0.962784588441331,87.96000000000001
2021-03-06 09:57:00,77,2203,0.9645359019264449,88.12
2021-03-06 09:58:00,71,2213,0.9689141856392294,88.52
2021-03-06 09:59:00,82,2220,0.9719789842381786,88.8
2021-03-06 10:00:00,82,2239,0.9802977232924693,89.56
2021-03-06 10:01:00,82,2239,0.9802977232924693,89.56
2021-03-06 10:02:00,95,2241,0.9811733800350263,89.64
2021-03-06 10:03:00,78,2242,0.9816112084063048,89.68
2021-03-06 10:04:00,89,2257,0.9881786339754817,90.28
2021-03-06 10:05:00,83,2282,0.999124343257443,91.28
2021-03-06 10:06:00,92,2292,1.0035026269702276,91.68
2021-03-06 10:07:00,81,2316,1.0140105078809107,92.64
2021-03-06 10:08:00,103,2341,1.024956217162872,93.64
2021-03-06 10:09:00,89,2348,1.0280210157618215,93.92
2021-03-06 10:10:00,80,2358,1.032399299474606,94.32000000000001
2021-03-06 10:11:00,92,2362,1.0341506129597198,94.48
2021-03-06 10:12:00,90,2367,1.0363397548161122,94.68
2021-03-06 10:13:00,81,2374,1.0394045534150613,94.96000000000001
2021-03-06 10:14:00,64,2389,1.045971978984238,95.56
2021-03-06 10:15:00,69,2404,1.052539404553415,96.16
