timestamp,heart_rate,steps,distance(miles),active_calories_burned
2021-03-02 11:57:00,81,7547,3.67429406037001,301.88
2021-03-02 11:58:00,83,7558,3.679649464459591,302.32
2021-03-02 11:59:00,82,7582,3.691333982473223,303.28000000000003
2021-03-02 12:00:00,88,7592,3.6962025316455698,303.68
2021-03-02 12:01:00,89,7592,3.6962025316455698,303.68
2021-03-02 12:02:00,68,7628,3.7137293086660175,305.12
2021-03-02 12:03:00,69,7645,3.722005842259007,305.8
2021-03-02 12:04:00,83,7683,3.740506329113924,307.32
2021-03-02 12:05:00,83,7705,3.751217137293087,308.2
2021-03-02 12:06:00,96,7713,3.755111976630964,308.52
2021-03-02 12:07:00,73,7721,3.759006815968841,308.84000000000003
2021-03-02 12:08:00,75,7722,3.759493670886076,308.88
2021-03-02 12:09:00,87,7770,3.78286270691334,310.8
2021-03-02 12:10:00,85,7780,3.7877312560856864,311.2
2021-03-02 12:11:00,83,7828,3.8111002921129504,313.12
2021-03-02 12:12:00,81,7860,3.82667964946446,314.40000000000003
2021-03-02 12:13:00,69,7909,3.8505355404089583,316.36
2021-03-02 12:14:00,65,7946,3.8685491723466408,317.84000000000003
2021-03-02 12:15:00,65,7980,3.8851022395326194,319.2
2021-03-02 12:16:00,75,7990,3.889970788704966,319.6
2021-03-02 12:17:00,63,8032,3.910418695228822,321.28000000000003
2021-03-02 12:18:00,78,8060,3.924050632911392,322.40000000000003
2021-03-02 12:19:00,70,8086,3.9367088607594938,323.44
2021-03-02 12:20:00,83,8131,3.9586173320350535,325.24
2021-03-02 12:21:00,81,8150,3.967867575462512,326.0
2021-03-02 12:22:00,72,8168,3.976630963972736,326.72
2021-03-02 12:23:00,76,8181,3.982960077896787,327.24
2021-03-02 12:24:00,81,8231,4.00730282375852,329.24
2021-03-02 12:25:00,78,8249,4.016066212268744,329.96
2021-03-02 12:26:00,88,8297,4.039435248296008,331.88
2021-03-02 12:27:00,85,8334,4.05744888023369,333.36
2021-03-02 12:28:00,84,8337,4.058909444985394,333.48
2021-03-02 12:29:00,75,8378,4.078870496592016,335.12
2021-03-02 12:30:00,67,8422,4.100292112950341,336.88
2021-03-02 12:31:00,79,8423,4.100778967867576,336.92
2021-03-02 12:32:00,72,8445,4.111489776046739,337.8
2021-03-02 12:33:00,67,8461,4.119279454722493,338.44
2021-03-02 12:34:00,84,8484,4.13047711781889,339.36
2021-03-02 12:35:00,76,8496,4.136319376825706,339.84000000000003
2021-03-02 12:36:00,85,8502,4.139240506329114,340.08
2021-03-02 12:37:00,83,8507,4.141674780915287,340.28000000000003
2021-03-02 12:38:00,79,8555,4.165043816942552,342.2
2021-03-02 12:39:00,75,8559,4.16699123661149,342.36
2021-03-02 12:40:00,60,8572,4.1733203505355405,342.88
2021-03-02 12:41:00,89,8593,4.1835443037974684,343.72
2021-03-02 12:42:00,71,8636,4.204479065238559,345.44
2021-03-02 12:43:00,79,8683,4.227361246348588,347.32
2021-03-02 12:44:00,90,8692,4.2317429406037,347.68
2021-03-02 12:45:00,87,8727,4.248782862706913,349.08
2021-03-02 12:46:00,89,8751,4.260467380720545,350.04
2021-03-02 12:47:00,82,8757,4.263388510223954,350.28000000000003
2021-03-02 12:48:00,99,8773,4.271178188899708,350.92
2021-03-02 12:49:00,75,8775,4.272151898734178,351.0
2021-03-02 12:50:00,73,8811,4.289678675754625,352.44
2021-03-02 12:51:00,83,8815,4.291626095423564,352.6
2021-03-02 12:52:00,96,8852,4.309639727361247,354.08
2021-03-02 12:53:00,102,8895,4.330574488802337,355.8
2021-03-02 12:54:00,74,8921,4.343232716650438,356.84000000000003
2021-03-02 12:55:00,98,8966,4.365141187925998,358.64
2021-03-02 12:56:00,85,8970,4.367088607594937,358.8
2021-03-02 12:57:00,64,8974,4.369036027263876,358.96
2021-03-02 12:58:00,94,8981,4.372444011684518,359.24
2021-03-02 12:59:00,83,9016,4.389483933787732,360.64
2021-03-02 13:00:00,72,9047,4.404576436222006,361.88
2021-03-02 13:01:00,90,9082,4.42161635832522,363.28
2021-03-02 13:02:00,99,9111,4.435735150925025,364.44
2021-03-02 13:03:00,71,9137,4.448393378773126,365.48
2021-03-02 13:04:00,66,9181,4.469814995131451,367.24
2021-03-02 13:05:00,73,9184,4.471275559883155,367.36
2021-03-02 13:06:00,74,9200,4.47906523855891,368.0
2021-03-02 13:07:00,76,9239,4.498052580331062,369.56
2021-03-02 13:08:00,67,9258,4.50730282375852,370.32
2021-03-02 13:09:00,97,9285,4.520447906523856,371.4
2021-03-02 13:10:00,81,9311,4.533106134371957,372.44
2021-03-02 13:11:00,75,9313,4.534079844206427,372.52
2021-03-02 13:12:00,85,9349,4.551606621226875,373.96
2021-03-02 13:13:00,77,9359,4.556475170399221,374.36
2021-03-02 13:14:00,69,9375,4.564264849074976,375.0
2021-03-02 13:15:00,83,9415,4.5837390457643625,376.6
2021-03-02 13:16:00,80,9457,4.604186952288218,378.28
2021-03-02 13:17:00,73,9482,4.6163583252190845,379.28
2021-03-02 13:18:00,75,9491,4.620740019474197,379.64
2021-03-02 13:19:00,77,9539,4.644109055501461,381.56
2021-03-02 13:20:00,85,9580,4.664070107108082,383.2
2021-03-02 13:21:00,80,9619,4.683057448880234,384.76
