timestamp,heart_rate,steps,distance(miles),active_calories_burned
2021-03-05 14:27:00,57,11348,4.541016406562625,453.92
2021-03-05 14:28:00,66,11376,4.552220888355342,455.04
2021-03-05 14:29:00,82,11409,4.565426170468188,456.36
2021-03-05 14:30:00,92,11421,4.570228091236495,456.84
2021-03-05 14:31:00,83,11421,4.570228091236495,456.84
2021-03-05 14:32:00,89,11460,4.5858343337334935,458.4
2021-03-05 14:33:00,71,11468,4.589035614245699,458.72
2021-03-05 14:34:00,77,11515,4.607843137254903,460.6
2021-03-05 14:35:00,86,11556,4.624249699879952,462.24
2021-03-05 14:36:00,82,11602,4.642657062825131,464.08
2021-03-05 14:37:00,81,11644,4.659463785514206,465.76
2021-03-05 14:38:00,74,11655,4.663865546218488,466.2
2021-03-05 14:39:00,97,11675,4.671868747499,467.0
2021-03-05 14:40:00,76,11711,4.686274509803922,468.44
2021-03-05 14:41:00,97,11731,4.6942777110844345,469.24
2021-03-05 14:42:00,68,11737,4.696678671468588,469.48
2021-03-05 14:43:00,71,11740,4.697879151660665,469.6
2021-03-05 14:44:00,64,11744,4.699479791916767,469.76
2021-03-05 14:45:00,72,11789,4.71748699479792,471.56
2021-03-05 14:46:00,74,11822,4.730692276910765,472.88
2021-03-05 14:47:00,87,11823,4.73109243697479,472.92
2021-03-05 14:48:00,88,11824,4.731492597038816,472.96
2021-03-05 14:49:00,73,11874,4.751500600240097,474.96
2021-03-05 14:50:00,88,11908,4.765106042416967,476.32
2021-03-05 14:51:00,78,11937,4.77671068427371,477.48
2021-03-05 14:52:00,93,11984,4.795518207282914,479.36
2021-03-05 14:53:00,94,11990,4.797919167667067,479.6
2021-03-05 14:54:00,56,11995,4.799919967987195,479.8
2021-03-05 14:55:00,80,12020,4.809923969587835,480.8
2021-03-05 14:56:00,78,12037,4.816726690676271,481.48
2021-03-05 14:57:00,70,12069,4.82953181272509,482.76
2021-03-05 14:58:00,83,12117,4.84873949579832,484.68
2021-03-05 14:59:00,67,12144,4.859543817527011,485.76
2021-03-05 15:00:00,82,12151,4.86234493797519,486.04
2021-03-05 15:01:00,68,12185,4.875950380152061,487.4
2021-03-05 15:02:00,79,12192,4.878751500600241,487.68
2021-03-05 15:03:00,64,12202,4.882753101240496,488.08
2021-03-05 15:04:00,88,12237,4.896758703481393,489.48
2021-03-05 15:05:00,93,12238,4.897158863545418,489.52
2021-03-05 15:06:00,68,12278,4.913165266106443,491.12
2021-03-05 15:07:00,77,12295,4.919967987194879,491.8
2021-03-05 15:08:00,59,12298,4.921168467386955,491.92
2021-03-05 15:09:00,94,12305,4.923969587835134,492.2
2021-03-05 15:10:00,70,12315,4.92797118847539,492.6
2021-03-05 15:11:00,100,12345,4.939975990396158,493.8
2021-03-05 15:12:00,95,12376,4.9523809523809526,495.04
2021-03-05 15:13:00,66,12403,4.9631852741096445,496.12
2021-03-05 15:14:00,73,12453,4.983193277310924,498.12
2021-03-05 15:15:00,84,12463,4.987194877951181,498.52
2021-03-05 15:16:00,70,12483,4.995198079231693,499.32
2021-03-05 15:17:00,92,12533,5.015206082432973,501.32
2021-03-05 15:18:00,79,12553,5.023209283713486,502.12
2021-03-05 15:19:00,76,12554,5.023609443777511,502.16
2021-03-05 15:20:00,83,12554,5.023609443777511,502.16
2021-03-05 15:21:00,81,12563,5.0272108843537415,502.52
2021-03-05 15:22:00,68,12579,5.033613445378152,503.16
2021-03-05 15:23:00,83,12608,5.045218087234894,504.32
2021-03-05 15:24:00,77,12653,5.063225290116047,506.12
2021-03-05 15:25:00,89,12658,5.065226090436175,506.32
2021-03-05 15:26:00,76,12685,5.076030412164866,507.4
2021-03-05 15:27:00,86,12691,5.07843137254902,507.64
2021-03-05 15:28:00,83,12741,5.0984393757503,509.64
2021-03-05 15:29:00,86,12775,5.112044817927171,511.0
2021-03-05 15:30:00,89,12818,5.129251700680272,512.72
2021-03-05 15:31:00,77,12865,5.148059223689476,514.6
2021-03-05 15:32:00,86,12882,5.154861944777911,515.28
2021-03-05 15:33:00,76,12924,5.171668667466987,516.96
2021-03-05 15:34:00,64,12925,5.172068827531013,517.0
2021-03-05 15:35:00,91,12948,5.181272509003602,517.92
2021-03-05 15:36:00,78,12993,5.1992797118847545,519.72
2021-03-05 15:37:00,74,13031,5.214485794317728,521.24
2021-03-05 15:38:00,80,13060,5.22609043617447,522.4
2021-03-05 15:39:00,80,13096,5.240496198479392,523.84
2021-03-05 15:40:00,81,13113,5.247298919567828,524.52
2021-03-05 15:41:00,95,13157,5.264905962384955,526.28
2021-03-05 15:42:00,93,13167,5.26890756302521,526.6800000000001
2021-03-05 15:43:00,71,13177,5.272909163665466,527.08
2021-03-05 15:44:00,88,13222,5.290916366546619,528.88
2021-03-05 15:45:00,97,13227,5.292917166866747,529.08
2021-03-05 15:46:00,66,13233,5.2953181272509005,529.32
2021-03-05 15:47:00,87,13247,5.300920368147259,529.88
2021-03-05 15:48:00,71,13278,5.313325330132053,531.12
2021-03-05 15:49:00,88,13315,5.3281312525010005,532.6
2021-03-05 15:50:00,90,13346,5.340536214485795,533.84
2021-03-05 15:51:00,82,13359,5.345738295318127,534.36
2021-03-05 15:52:00,95,13387,5.356942777110845,535.48
2021-03-05 15:53:00,59,13412,5.366946778711485,536.48
2021-03-05 15:54:00,85,13455,5.384153661464587,538.2
2021-03-05 15:55:00,101,13461,5.38655462184874,538.44
2021-03-05 15:56:00,75,13487,5.396958783513406,539.48
2021-03-05 15:57:00,84,13503,5.403361344537816,540.12
2021-03-05 15:58:00,88,13531,5.4145658263305325,541.24
2021-03-05 15:59:00,73,13546,5.420568227290917,541.84
2021-03-05 16:00:00,77,13552,5.42296918767507,542.08
2021-03-05 16:01:00,89,13584,5.4357743097238895,543.36
2021-03-05 16:02:00,75,13630,5.454181672669068,545.2
2021-03-05 16:03:00,87,13663,5.467386954781913,546.52
2021-03-05 16:04:00,90,13712,5.486994797919168,548.48
2021-03-05 16:05:00,71,13715,5.488195278111245,548.6
2021-03-05 16:06:00,84,13730,5.494197679071629,549.2
2021-03-05 16:07:00,92,13775,5.512204881952782,551.0
2021-03-05 16:08:00,87,13802,5.523009203681473,552.08
2021-03-05 16:09:00,75,13841,5.538615446178472,553.64
2021-03-05 16:10:00,73,13875,5.552220888355342,555.0
2021-03-05 16:11:00,81,13890,5.558223289315727,555.6
2021-03-05 16:12:00,73,13903,5.563425370148059,556.12
2021-03-05 16:13:00,83,13919,5.569827931172469,556.76
2021-03-05 16:14:00,81,13958,5.585434173669468,558.32
2021-03-05 16:15:00,80,13979,5.593837535014006,559.16
2021-03-05 16:16:00,79,14029,5.613845538215286,561.16
2021-03-05 16:17:00,85,14065,5.628251300520208,562.6
2021-03-05 16:18:00,79,14070,5.630252100840337,562.8000000000001
2021-03-05 16:19:00,76,14077,5.633053221288516,563.08
2021-03-05 16:20:00,67,14121,5.6506602641056425,564.84
2021-03-05 16:21:00,87,14142,5.65906362545018,565.6800000000001
2021-03-05 16:22:00,69,14156,5.664665866346539,566.24
2021-03-05 16:23:00,76,14185,5.676270508203282,567.4
2021-03-05 16:24:00,92,14186,5.676670668267307,567.44
2021-03-05 16:25:00,96,14233,5.695478191276511,569.32
2021-03-05 16:26:00,74,14265,5.708283313325331,570.6
2021-03-05 16:27:00,80,14311,5.7266906762705085,572.44
2021-03-05 16:28:00,81,14345,5.74029611844738,573.8000000000001
2021-03-05 16:29:00,100,14382,5.755102040816327,575.28
2021-03-05 16:30:00,83,14398,5.761504601840737,575.92
2021-03-05 16:31:00,77,14434,5.775910364145659,577.36
2021-03-05 16:32:00,92,14441,5.778711484593838,577.64
2021-03-05 16:33:00,93,14460,5.786314525810324,578.4
2021-03-05 16:34:00,70,14470,5.7903161264505805,578.8000000000001
2021-03-05 16:35:00,87,14516,5.808723489395759,580.64
2021-03-05 16:36:00,85,14517,5.809123649459784,580.6800000000001
2021-03-05 16:37:00,103,14537,5.817126850740297,581.48
2021-03-05 16:38:00,81,14540,5.818327330932373,581.6
2021-03-05 16:39:00,88,14556,5.824729891956783,582.24
2021-03-05 16:40:00,74,14568,5.82953181272509,582.72
2021-03-05 16:41:00,71,14595,5.840336134453782,583.8000000000001
2021-03-05 16:42:00,78,14604,5.843937575030012,584.16
2021-03-05 16:43:00,68,14645,5.860344137655062,585.8000000000001
2021-03-05 16:44:00,85,14687,5.8771508603441385,587.48
2021-03-05 16:45:00,83,14705,5.884353741496599,588.2
2021-03-05 16:46:00,85,14735,5.896358543417367,589.4
2021-03-05 16:47:00,100,14767,5.9091636654661865,590.6800000000001
2021-03-05 16:48:00,63,14779,5.913965586234494,591.16
2021-03-05 16:49:00,71,14828,5.933573429371749,593.12
2021-03-05 16:50:00,76,14841,5.938775510204082,593.64
2021-03-05 16:51:00,79,14882,5.955182072829132,595.28
2021-03-05 16:52:00,92,14919,5.969987995198079,596.76
2021-03-05 16:53:00,85,14961,5.986794717887156,598.44
2021-03-05 16:54:00,92,14974,5.991996798719488,598.96
